text,tokoh,date,video_title,channel_name,author,text_clean,prediksi_label_raw,score_keyakinan,label_final
Pada keluar nih para koruptor dari lubang sembunyi !!,Purbaya Yudhi Sadewa,2025-12-16T03:21:25Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@wamanclbk5994,pada keluar nih para koruptor dari lubang sembunyi,negative,0.9993054866790771,Negatif
Mantaap pak kami bersamamu...,Purbaya Yudhi Sadewa,2025-12-16T03:21:06Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@jamilawati4185,mantaap pak kami bersamamu,positive,0.9975979924201965,Positif
Poll gass...Pak Menkeu...audit dana desa. Biar jidat para kades berkeringat....😂😂😂,Purbaya Yudhi Sadewa,2025-12-16T03:20:25Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@RakjatDjelata-dm6es,poll gass pak menkeu audit dana desa biar jidat para kades berkeringat,neutral,0.9990079998970032,Netral
kami rakyat biasa setuju kades harus di preksa sem.ua . harus di audit pak,Purbaya Yudhi Sadewa,2025-12-16T03:19:14Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@tritro-mv7yu,kami rakyat biasa setuju kades harus di preksa sem ua harus di audit pak,neutral,0.9511496424674988,Netral
Saya setuju karna saya tidak pernah terima bansos apa pun .,Purbaya Yudhi Sadewa,2025-12-16T03:18:37Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@dedewartika8091,saya setuju karna saya tidak pernah terima bansos apa pun,negative,0.9926624298095703,Negatif
"Mantap......
Lanjutkan pak rakyat mendukung penuh",Purbaya Yudhi Sadewa,2025-12-16T03:17:59Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@RakhmatMaria,mantap lanjutkan pak rakyat mendukung penuh,positive,0.9991644620895386,Positif
Kades itu kurang bersyukur 🤲 kan mau jadi kades krn ada dana Desa makanya berlumba mau jadi Kadis kalau zaman tahun 90 puluhan enggak ada ✅ dana Desa cumanKadis yg Ikhlas saja. AMPUN AKU.,Purbaya Yudhi Sadewa,2025-12-16T03:17:50Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@Salamah-p7j,kades itu kurang bersyukur kan mau jadi kades krn ada dana desa makanya berlumba mau jadi kadis kalau zaman tahun puluhan enggak ada dana desa cumankadis yg ikhlas saja ampun aku,negative,0.9946998357772827,Negatif
"Lanjutkan Pak Purbaya, demo itu untuk membenarkan kesalahan mereka para Kades. Kami mendukung program Pak Purbaya.",Purbaya Yudhi Sadewa,2025-12-16T03:17:36Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@zamrowi8538,lanjutkan pak purbaya demo itu untuk membenarkan kesalahan mereka para kades kami mendukung program pak purbaya,negative,0.653074324131012,Negatif
Se7 pak pur audit saja dana desa utk para kades nya seluruh indonesia yg demo sgl......kuras semua harta benda kades nya and pesantrenkan kades nya di nusakambangan biar dicuci otak nya dg tauzia dari ustnya di nusakambangan  ....pak pur😅😅😅,Purbaya Yudhi Sadewa,2025-12-16T03:16:17Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@SoniJeki-c5b,se pak pur audit saja dana desa utk para kades nya seluruh indonesia yg demo sgl kuras semua harta benda kades nya and pesantrenkan kades nya di nusakambangan biar dicuci otak nya dg tauzia dari ustnya di nusakambangan pak pur,negative,0.9975535273551941,Negatif
Setiap pencairan harusnya di infokan secara jelas dan transparan . Jadi semua orang akan melihatnya,Purbaya Yudhi Sadewa,2025-12-16T03:15:52Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@DwiSetyo-o3s,setiap pencairan harusnya di infokan secara jelas dan transparan jadi semua orang akan melihatnya,neutral,0.9911235570907593,Netral
"Emang benar pak dana desa banyak yg d korupsi hrs di AUDIT KADES,RT,RW, KELURAHAN, KECAMATAN AUDIT SEMUA.",Purbaya Yudhi Sadewa,2025-12-16T03:15:23Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@rykawirya1807,emang benar pak dana desa banyak yg d korupsi hrs di audit kades rt rw kelurahan kecamatan audit semua,negative,0.9749715924263,Negatif
Siap siap setruk saja para kades yg korup,Purbaya Yudhi Sadewa,2025-12-16T03:13:52Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@Mansurudin,siap siap setruk saja para kades yg korup,negative,0.9978150129318237,Negatif
"Langsung nggreges tuh kades  yg tersangkut korupsi.....keren pak purbaya mereka ini yg menyalahgunakan bantuan desa...banyak keluhan masyarakat bawah yg tak di gubris sama aparat desa...
Sdh kenyang mereka sm uang haram itu.",Purbaya Yudhi Sadewa,2025-12-16T03:13:13Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@dyahayuhariani6238,langsung nggreges tuh kades yg tersangkut korupsi keren pak purbaya mereka ini yg menyalahgunakan bantuan desa banyak keluhan masyarakat bawah yg tak di gubris sama aparat desa sdh kenyang mereka sm uang haram itu,negative,0.9993743300437927,Negatif
Tolong Pi ak audit juga kepala desa dibima ntb husus kec sape lambu,Purbaya Yudhi Sadewa,2025-12-16T03:10:59Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@jiadirawan,tolong pi ak audit juga kepala desa dibima ntb husus kec sape lambu,neutral,0.9988390803337097,Netral
jangan kan orang demo yg ga demo juga persa banyak yg korupsi maling rakus..yg ga bisa jerja gati yg bela orang jahat ganti yg takut orang jahat malah bela pki ganti..jaman sekarang omongan apa pakta susah di percaya..hanya alloh yg bisa yg tau kejahatan .orang2 rakus2..buktikan ya alloh orang gada takut2 nya ..yg jahat2 ga bisa gerak gabisa ngomong..amin bukti kan,Purbaya Yudhi Sadewa,2025-12-16T03:10:40Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@SitiPahita,jangan kan orang demo yg ga demo juga persa banyak yg korupsi maling rakus yg ga bisa jerja gati yg bela orang jahat ganti yg takut orang jahat malah bela pki ganti jaman sekarang omongan apa pakta susah di percaya hanya alloh yg bisa yg tau kejahatan orang rakus buktikan ya alloh orang gada takut nya yg jahat ga bisa gerak gabisa ngomong amin bukti kan,negative,0.9988783001899719,Negatif
Usul pak yg perempuan dulu yg joget joget itu yg di periksa muak saya liatnya,Purbaya Yudhi Sadewa,2025-12-16T03:10:30Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@Fanny_Felicia09,usul pak yg perempuan dulu yg joget joget itu yg di periksa muak saya liatnya,negative,0.9992519021034241,Negatif
Mantap pakkk,Purbaya Yudhi Sadewa,2025-12-16T03:07:02Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@ElfinaSh-fm8pg,mantap pakkk,positive,0.9992750287055969,Positif
Ini baru Luar biasa Pak Purbaya 👍❤👍❤👍❤,Purbaya Yudhi Sadewa,2025-12-16T03:01:45Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@widiyatiwachid8075,ini baru luar biasa pak purbaya,positive,0.9964698553085327,Positif
Ya moga2 beneran diperiksa jangan hanya wacana Boos. Kalo memang benar dipriksa para kades dan stafnya sya percaya itu pd ber mewah2 an hasil nylewengin dana desa,Purbaya Yudhi Sadewa,2025-12-16T03:01:42Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@warkimsuwarsono7432,ya moga beneran diperiksa jangan hanya wacana boos kalo memang benar dipriksa para kades dan stafnya sya percaya itu pd ber mewah an hasil nylewengin dana desa,negative,0.9965757727622986,Negatif
Saya pribadi sangat se7 buanget pak klo itu beneran mau di audit karna pemerintah desa  sekarang buat kesempatan dana apapun maunya di kurupsi,Purbaya Yudhi Sadewa,2025-12-16T03:01:07Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@alshoplimpung8719,saya pribadi sangat se buanget pak klo itu beneran mau di audit karna pemerintah desa sekarang buat kesempatan dana apapun maunya di kurupsi,negative,0.9988282322883606,Negatif
Mantap secepatnya audit dan tangkap sekalian moskinkan,Purbaya Yudhi Sadewa,2025-12-16T02:59:27Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@Hjagung-r6w1d,mantap secepatnya audit dan tangkap sekalian moskinkan,neutral,0.9951170682907104,Netral
Bagussss....baru ada menteri keuangan kaya begini dari duluuu tidak ada...klo jadi presiden bapak waduh negri dan rakyat Amaannnn....,Purbaya Yudhi Sadewa,2025-12-16T02:59:15Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@hidayattaufan7503,bagussss baru ada menteri keuangan kaya begini dari duluuu tidak ada klo jadi presiden bapak waduh negri dan rakyat amaannnn,negative,0.9985752105712891,Negatif
Gass.. sikatt pakk.. buat karokean sama mereka kayak nya pak 😂😂,Purbaya Yudhi Sadewa,2025-12-16T02:57:32Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@petanimuda-p8d,gass sikatt pakk buat karokean sama mereka kayak nya pak,positive,0.9660007953643799,Positif
"Ayo pak,rakyat menunggu pak",Purbaya Yudhi Sadewa,2025-12-16T02:56:49Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@wilisismi6151,ayo pak rakyat menunggu pak,negative,0.9985263347625732,Negatif
Gercep pak❤,Purbaya Yudhi Sadewa,2025-12-16T02:54:53Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@roslinafatahillah3243,gercep pak,negative,0.9914698004722595,Negatif
Audit semua kades baik yg demo atau tidak.modal jadi kades Basar pasti pada korup untuk balikin modal😊 belum kebutuhan hidup 😁😁😆😆,Purbaya Yudhi Sadewa,2025-12-16T02:51:32Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@JokoSuryono-jv1hq,audit semua kades baik yg demo atau tidak modal jadi kades basar pasti pada korup untuk balikin modal belum kebutuhan hidup,negative,0.9991787075996399,Negatif
Setuju lanjut,Purbaya Yudhi Sadewa,2025-12-16T02:51:23Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@AhmadIbrahim-ii9ss,setuju lanjut,positive,0.862558901309967,Positif
Copot saja kepdes yg ga jujur,Purbaya Yudhi Sadewa,2025-12-16T02:51:22Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@nengghina-jd2hd,copot saja kepdes yg ga jujur,negative,0.9986253976821899,Negatif
Gazz pak lanjutkan... Biar ketahuan dana desa larinya kemana,Purbaya Yudhi Sadewa,2025-12-16T02:50:08Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@SitiMufa-k1w,gazz pak lanjutkan biar ketahuan dana desa larinya kemana,negative,0.9557226300239563,Negatif
Ayo seluruh warga indonesia mendukung dan melindungi pak Purbaya ❤❤❤❤❤,Purbaya Yudhi Sadewa,2025-12-16T02:46:36Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@LilisSuryanti-l9w,ayo seluruh warga indonesia mendukung dan melindungi pak purbaya,positive,0.9480109810829163,Positif
Matap,Purbaya Yudhi Sadewa,2025-12-16T02:40:47Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@OppoSeremban-i7f,matap,positive,0.9975464940071106,Positif
Kita sangat Se7 pak 👍👍👍,Purbaya Yudhi Sadewa,2025-12-16T02:40:04Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@rahmatkb4267,kita sangat se pak,positive,0.9982728958129883,Positif
"Akan ketahuan kalian hanya maina oligarki yg dinakhodai kekuasaan,terperangkap perbuatan dosa SUBAHAT, habis kalian AUDIT AKAN MENDAPATKAN KORUPTOR dari hulu sampai hilir kades terkuak semua❤️👍🙏😭😭😭😭😭",Purbaya Yudhi Sadewa,2025-12-16T02:39:51Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@rajafadillah-s99,akan ketahuan kalian hanya maina oligarki yg dinakhodai kekuasaan terperangkap perbuatan dosa subahat habis kalian audit akan mendapatkan koruptor dari hulu sampai hilir kades terkuak semua,negative,0.9995418787002563,Negatif
Gas ken pak Purbaya. ada yg kagak tidur siang malam kalau kayak gini 😇😇😇,Purbaya Yudhi Sadewa,2025-12-16T02:39:29Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@rahmatkb4267,gas ken pak purbaya ada yg kagak tidur siang malam kalau kayak gini,neutral,0.7808253169059753,Netral
"Kades d daerah mana aja mereka uda bukan rahasia lagi klo  mereka menguasai hakrakyat miskin tapi yg miskin gak bisa berbuat apa apa emang uda begitu yaa cuma bisa  diem pasrah aja , gak dibagi  mau berbuat apa",Purbaya Yudhi Sadewa,2025-12-16T02:38:37Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@bobon2890,kades d daerah mana aja mereka uda bukan rahasia lagi klo mereka menguasai hakrakyat miskin tapi yg miskin gak bisa berbuat apa apa emang uda begitu yaa cuma bisa diem pasrah aja gak dibagi mau berbuat apa,negative,0.9989473223686218,Negatif
benar pa .kades di kmpng bisa bangun rumah habis 2 m.itu ada di kmpng sy .desa kaligangsa kulon.warga nya ga ada yg mau lapor ke KPK,Purbaya Yudhi Sadewa,2025-12-16T02:36:53Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@SumartoMarto-h6q,benar pa kades di kmpng bisa bangun rumah habis m itu ada di kmpng sy desa kaligangsa kulon warga nya ga ada yg mau lapor ke kpk,negative,0.9401463270187378,Negatif
Setuju pak,Purbaya Yudhi Sadewa,2025-12-16T02:36:29Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@zaenalpml2386,setuju pak,positive,0.9983657002449036,Positif
SANGAT SETUJU PAK PURBAYA PERIKSA SEMUA ORANG 2 YANG DEMO,Purbaya Yudhi Sadewa,2025-12-16T02:36:21Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@SurosoLamian,sangat setuju pak purbaya periksa semua orang yang demo,negative,0.592848002910614,Negatif
Mantap pak Purbaya gas terus,Purbaya Yudhi Sadewa,2025-12-16T02:34:57Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@Umar-m4u2m,mantap pak purbaya gas terus,positive,0.9948016405105591,Positif
Setuju dana desa di pakai foya² dan demo,Purbaya Yudhi Sadewa,2025-12-16T02:33:43Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@Mas.Oe-ud,setuju dana desa di pakai foya dan demo,neutral,0.9959522485733032,Netral
"Audid aja Pak. Biar tau rasa,. Kemana aja dana yg dikasih dibelanjakan..",Purbaya Yudhi Sadewa,2025-12-16T02:33:43Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@AbrarCaban,audid aja pak biar tau rasa kemana aja dana yg dikasih dibelanjakan,negative,0.7460246682167053,Negatif
Setuju pak ...sikat habis pak rakyat semua mendukukng ..krn kebnyakan kades dan pegawainya foya2 trus kerjaannya ..dan rakyat sll dipersulit klu ada uangnya baru di kerjakan.....tukang palak masyarakat dan warga ....,Purbaya Yudhi Sadewa,2025-12-16T02:33:36Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@AzizAziz-l6q8h,setuju pak sikat habis pak rakyat semua mendukukng krn kebnyakan kades dan pegawainya foya trus kerjaannya dan rakyat sll dipersulit klu ada uangnya baru di kerjakan tukang palak masyarakat dan warga,negative,0.9994354844093323,Negatif
Keren pak lanjutkan biar nyaho kesalahan desa,Purbaya Yudhi Sadewa,2025-12-16T02:33:19Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@SitiJulaeha-m2z,keren pak lanjutkan biar nyaho kesalahan desa,positive,0.9562244415283203,Positif
Maju terus pak pur,Purbaya Yudhi Sadewa,2025-12-16T02:31:46Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@zakiyoga9338,maju terus pak pur,negative,0.5489447116851807,Negatif
Gaaassss,Purbaya Yudhi Sadewa,2025-12-16T02:31:08Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@laluwira-v3n,gaaassss,positive,0.6409112811088562,Positif
Naah kna kades demo2mknya diam aje biar tdk.kna,Purbaya Yudhi Sadewa,2025-12-16T02:31:04Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@radisfaisol6751,naah kna kades demo mknya diam aje biar tdk kna,neutral,0.5193694829940796,Netral
Buat pak Purbaya 👍👍👍👍👍👍👍👍👍👍👍 toooopppplah,Purbaya Yudhi Sadewa,2025-12-16T02:30:12Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@sukraman6461,buat pak purbaya toooopppplah,positive,0.7688417434692383,Positif
biar engga ada demo lg periksa semua jadi jangan bertingkah,Purbaya Yudhi Sadewa,2025-12-16T02:28:26Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@azkayra-b5b,biar engga ada demo lg periksa semua jadi jangan bertingkah,negative,0.6702576279640198,Negatif
"M@ntap Pak Purbaya, sikat habis para karupsi desa.",Purbaya Yudhi Sadewa,2025-12-16T02:28:15Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@MochammadAshary,m pak purbaya sikat habis para karupsi desa,neutral,0.9955427050590515,Netral
😂😂😂😂Wao tikus tikusnya pada masuk perangkap modiar lo,Purbaya Yudhi Sadewa,2025-12-16T02:28:06Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@AhmadAzib-i8o3e,wao tikus tikusnya pada masuk perangkap modiar lo,negative,0.9986403584480286,Negatif
Ok pak Pur sangat se777,Purbaya Yudhi Sadewa,2025-12-16T02:24:53Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@siswanto5985,ok pak pur sangat se,negative,0.9405995011329651,Negatif
"Karepe ikut demo biar dibilang keren dan berani..,ternyata curut masuk perangkap ..mampus lo",Purbaya Yudhi Sadewa,2025-12-16T02:24:26Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@anto1928,karepe ikut demo biar dibilang keren dan berani ternyata curut masuk perangkap mampus lo,negative,0.9986787438392639,Negatif
Stuju banget PK Pur jngn pke lama audit smua kpla desa,Purbaya Yudhi Sadewa,2025-12-16T02:24:25Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@saeppudin123-d3u,stuju banget pk pur jngn pke lama audit smua kpla desa,positive,0.9653457999229431,Positif
"Wajib para kepala desa yang telah menggunakan dana desa di audit, apalagi kepala desa yang dulunya tidak ada kerja, sekarang jadi kepala desa, ya dapat Rezki nomplok dong, di sini kesempatan kepada desa mengunakan uang desa untuk keperluan pribadi, keluarga dan para konco konconya. Gas pol KPK 😂😂😂",Purbaya Yudhi Sadewa,2025-12-16T02:24:11Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@erwinjambak3304,wajib para kepala desa yang telah menggunakan dana desa di audit apalagi kepala desa yang dulunya tidak ada kerja sekarang jadi kepala desa ya dapat rezki nomplok dong di sini kesempatan kepada desa mengunakan uang desa untuk keperluan pribadi keluarga dan para konco konconya gas pol kpk,negative,0.9176022410392761,Negatif
"Semangat pak Purbaya, audit semua kades yangvikut demo, pasti ada apa-apanya mereka.",Purbaya Yudhi Sadewa,2025-12-16T02:23:58Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@adityahaikal9428,semangat pak purbaya audit semua kades yangvikut demo pasti ada apa apanya mereka,negative,0.6643496155738831,Negatif
Audit dana desa... Gassss... Pak Purbaya... Kecuali kades hoho dkk,Purbaya Yudhi Sadewa,2025-12-16T02:22:36Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@ririnnurfaidah5821,audit dana desa gassss pak purbaya kecuali kades hoho dkk,neutral,0.9990882873535156,Netral
Betul.seblm desa ws mu daudit dan hadilsudetnya jlk dana desa pending selamanya,Purbaya Yudhi Sadewa,2025-12-16T02:22:04Z,menyala 🔥 pak Purbaya 😁#faktamenarik #katakatabijak #quotes,masrujali76 channel,@dasimunsupriyatno6319,betul seblm desa ws mu daudit dan hadilsudetnya jlk dana desa pending selamanya,negative,0.7414417862892151,Negatif
